family_label,variation,variation_keys,category,year,name,source_formula,symbol,semantic,canonical_parameter,kept,reason
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,1997.0,"Poon, Ramachandran",,,,vertices in the graph,False,formula not usable: no formula recorded
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,1997.0,Zaroliagis (1),$O(m \log n)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,1997.0,Zaroliagis (2),$O(m \log n)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, Dense MST","undirected, dense mst",parallel,1998.0,"Dehne, Gotz","$T_seq(n,m/p) + 2*T_seq(n, Dn) + O(n) + g*n + L*\log p$",,,vertices in the graph,False,formula not usable: nested asymptotic notation has no determinate value
Minimum Spanning Tree,"Undirected, Dense MST","undirected, dense mst",parallel,1998.0,"Adler, Dittrich, Juurlink, Kutylowski, Rieping (1)",$O(m/p + n * \log \log p + g * n + L* \log p)$,,,vertices in the graph,False,"formula depends on too many parameters (L, g, m, n, p)"
Minimum Spanning Tree,"Undirected, Dense MST","undirected, dense mst",parallel,1998.0,"Adler, Dittrich, Juurlink, Kutylowski, Rieping (2)",$O(m/p + n + g*m/p^{1+eps/2} + L)$,,,vertices in the graph,False,"formula depends on too many parameters (L, g, m, n, p, s)"
Minimum Spanning Tree,"all but very sparse graphs; Undirected, Dense MST","all but very sparse graphs; undirected, dense mst",parallel,1998.0,"Adler, Dittrich, Juurlink, Kutylowski, Rieping (3)",$O(m/p + n/p*\log p + g*(m/p + n/p*\log p) + L*(\log^2(p)/\log((m+n)/p)))$,,,vertices in the graph,False,"formula depends on too many parameters (L, g, m, n, p)"
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,1999.0,"Chong, Han, Lam",$O((n+m)*\log n)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,1999.0,"PETTIE, RAMACHANDRAN (1)",$O(m+n)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,1999.0,"Pettie, Ramachandran (2)",$O(m+n)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,2000.0,"Halperin, Zwick",$O(m+n)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,2001.0,"Chong, Han, Igarashi, Lam (1)",$O((m+n)*sqrt(\log n))$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,2001.0,"Chong, Han, Igarashi, Lam (2)",$O((m+n)*\log \log n)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, Dense MST","undirected, dense mst",parallel,2001.0,"Chong, Han, Igarashi, Lam (3)",$O(n^2)$,n,vertices,vertices in the graph,True,kept
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,2001.0,"Chong, Han, Lam",$O(m+n*\log n)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,2001.0,"Pettie, Ramachandran",$O(m+n)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,2002.0,"AHRABIAN, NOWZARI-DALINI (1)",$O(n^3)$,n,vertices,vertices in the graph,True,kept
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,2002.0,"AHRABIAN, NOWZARI-DALINI (2)",$O(n^3)$,n,vertices,vertices in the graph,True,kept
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,2006.0,Bader & Cong Parallel Implementation,$O(E\log(V)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Minimum Spanning Tree,"Undirected, General MST; Undirected, Dense MST","undirected, dense mst; undirected, general mst",parallel,2013.0,"Tripathy, Ray",$O(m*\log(n))$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",quantum,2003.0,Heiligman,O(n^(7/4)),n,vertices,vertices in the graph,True,kept
Minimum Spanning Tree,"Undirected, General MST (Adjacency List Model)","undirected, general mst",quantum,2004.0,"Dürr, Heiligman, Høyer, Mhalla 2",O(sqrt(n*m)),n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST (Adjacency Matrix Model)","undirected, general mst",quantum,2004.0,"Dürr, Heiligman, Høyer, Mhalla 2",O(n^(3/2)),n,vertices,vertices in the graph,True,kept
Minimum Spanning Tree,"Undirect, Verification","undirect, verification",quantum,2011.0,Heiligman,O(n + sqrt(m) * log(n)),n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Minimum Spanning Tree,"Undirected, General MST (Quantum Walks)","undirected, general mst",quantum,2025.0,"Luiz, Fanchini, de Albuquerque, Papa, de Oliviera",O(n^2),n,vertices,vertices in the graph,True,kept
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,1926.0,Borůvka's algorithm,$O(E \log V)$,,,vertices in the graph,False,year missing or outside 1950-2026
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,1956.0,Kruskal's algorithm,$O(E \log E)$,,,vertices in the graph,False,"measured in edges in the graph, but this family is compared in vertices in the graph"
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,1957.0,Prim's algorithm + adjacency matrix searching,$O(V^2)$,V,vertices,vertices in the graph,True,kept
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,1975.0,Yao's algorithm,$O(E \log \log V)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,1976.0,Cheriton-Tarjan Algorithm,$O(E \log \log V)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,1987.0,Prim's algorithm + Fibonacci heaps; Fredman & Tarjan,$O(E + V \log V)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,1991.0,Kruskal’s algorithm with demand-sorting,$O(E \log V)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,1995.0,Karger; Klein & Tarjan,"$O(\min(V^2, E \log V))$",V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,2000.0,Chazelle's algorithm,"$O(E \alpha(E, V))$",V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,2000.0,Thorup (reverse-delete),$O(E \log V (\log \log V)^3)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,2006.0,Quick Kruskal algorithm,$O(E \log V)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Minimum Spanning Tree,"Undirected, General MST","undirected, general mst",serial,2009.0,Filter Kruskal algorithm,$O(E \log V)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Minimum Value in Each Row of an Implicitly-defined Totally Monotone Matrix,,(general),serial,1940.0,Naive algorithm,$O(mn)$,,,an undefined parameter,False,year missing or outside 1950-2026
Minimum Value in Each Row of an Implicitly-defined Totally Monotone Matrix,,(general),serial,1987.0,SMAWK algorithm,$O(n(1+\log(m/n)))$,,,an undefined parameter,False,family has no usable input-size parameter
Motif Search,,(general),parallel,2014.0,"Abbas, Abouelhoda, Bahig, Mohie-Eldin",,,,an undefined parameter,False,formula not usable: no formula recorded
Motif Search,Edit-distance-based Motif Search,edit-distance-based motif search,parallel,2023.0,"Ebnenasir, Qiu (recursEMS)",,,,an undefined parameter,False,formula not usable: no formula recorded
Motif Search,Edit-distance-based Motif Search,edit-distance-based motif search,parallel,2023.0,"Ebnenasir, Qiu (parEMS)",,,,an undefined parameter,False,formula not usable: no formula recorded
Motif Search,Motif Search,(general),serial,1990.0,"Lawrence, Reilly",$O(nm)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Motif Search,Motif Search,(general),serial,1993.0,Lawrence Gibbs Sampling,$O(nm)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Motif Search,Motif Search,(general),serial,1995.0,Bailey TL; Elkan C MEME,$O(n^2m^2)$,,,an undefined parameter,False,family has no usable input-size parameter
Motif Search,Motif Search,(general),serial,1998.0,Speller (Sagot),$O(mn^2 \sigma)$,,,an undefined parameter,False,family has no usable input-size parameter
Motif Search,Motif Search,(general),serial,1998.0,Roth AlignACE,$O(nm)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Motif Search,Short Olio,short olio,serial,1998.0,Helden Oligo-Analysis,$O(mn)$,,,an undefined parameter,False,family has no usable input-size parameter
Motif Search,Motif Search,(general),serial,1999.0,Tompa M,$O(mn)$,,,an undefined parameter,False,family has no usable input-size parameter
Motif Search,Short Spaced Olio,short spaced olio,serial,2000.0,van Helden J; Rios AF; Collado-Vides J,$O(mn)$,,,an undefined parameter,False,family has no usable input-size parameter
Motif Search,Z-Score,z-score,serial,2000.0,Sinha S; Tompa M YMF (Yeast Motif Finder),$O(n^{0.66} m)$,,,an undefined parameter,False,family has no usable input-size parameter
Motif Search,Motif Search,(general),serial,2001.0,MotifSampler,$O(nm)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Motif Search,Motif Search,(general),serial,2002.0,Mitra,$O(k nm \sigma)$,,,an undefined parameter,False,"formula depends on too many parameters (k, m, n, sigma)"
Motif Search,Motif Search,(general),serial,2003.0,Census,$O(k nm \sigma)$,,,an undefined parameter,False,"formula depends on too many parameters (k, m, n, sigma)"
Motif Search,Clique Variant,clique variant,serial,2003.0,Liang Cwinnower,$O(nm^{0.5})$,,,an undefined parameter,False,family has no usable input-size parameter
Motif Search,Motif Search,(general),serial,2006.0,Risotto,$O(mn^2 \sigma)$,,,an undefined parameter,False,family has no usable input-size parameter
Motif Search,Motif Search,(general),serial,2006.0,Kingsford,$O(mn)$,,,an undefined parameter,False,family has no usable input-size parameter
Motif Search,Motif Search,(general),serial,2007.0,PMS,$O(nm^2 \sigma)$,,,an undefined parameter,False,family has no usable input-size parameter
Multiplication,Multiplication,(general),parallel,1963.0,Karatsuba,$O(n^log_2(3))$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,Multiplication,(general),parallel,1963.0,Toom–Cook,"$O(n c^sqrt(\log n)), i.e. O(n^(1+\epsilon))$",,,bits of input,False,formula not usable: nested asymptotic notation has no determinate value
Multiplication,Multiplication,(general),parallel,1971.0,Schönhage–Strassen,$O(n \log n \log \log n)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,Multiplication,(general),parallel,1988.0,"Sinha, Srimani",$O(n^2 \log n)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,Multiplication,(general),parallel,1996.0,"CESARI, MAEDER (parallel Karatsuba's) (1)",$O(n^{1+\log 3})$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,Multiplication,(general),parallel,1996.0,"CESARI, MAEDER (parallel Karatsuba's) (2)",$O(n^2 \log n)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,,(general),parallel,2003.0,"Bunimov, Schimmler",$O(n^2 / \log^2 n)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,Multiplication,(general),parallel,2007.0,Furer,$O(n \log n 2^O(\log* n)$,,,bits of input,False,formula not usable: nested asymptotic notation has no determinate value
Multiplication,Multiplication,(general),parallel,2010.0,De Stefani (COPSIM),$O(n^2)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,Multiplication,(general),parallel,2010.0,De Stefani (COPK - Karatsuba),$O(n^\log 3)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,,(general),parallel,2013.0,Chmielowiec (existing FFT-based algorithm?),$O((n \log n)(k \log k))$,,,bits of input,False,"also depends on 'n' (degree polynomial), which has no worst-case bound in terms of bits of input"
Multiplication,,(general),parallel,2014.0,"Tembhurne, Sathe (1)",$O(n^log_2(3))$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,,(general),parallel,2014.0,"Tembhurne, Sathe (2)",$O(n^log_3(5))$,,,bits of input,False,cannot tell what log_3 means (no definition given and the family is inconsistent)
Multiplication,Multiplication,(general),parallel,2014.0,"Harvey, van der Hoeven, Lecerf (2014)",$O(n \log n 8^(\log* n)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,Multiplication,(general),parallel,2017.0,Harvey (2017),$O(n \log n 6^(\log* n)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,Multiplication,(general),parallel,2017.0,"Harvey, van der Hoeven (2017)",$O(n \log n (4sqrt(2))^(\log* n)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,Multiplication,(general),parallel,2018.0,"Harvey, van der Hoeven (2018)",$O(n \log n 4^(\log* n)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,Multiplication,(general),parallel,2019.0,"Harvey, van der Hoeven (2019)",$O(n \log n)$,,,bits of input,False,"measured in length integers, but this family is compared in bits of input"
Multiplication,,(general),quantum,2004.0,Schoolbook,Circuit Depth: O(log(n)),,,bits of input,False,cannot tell what n means (no definition given and the family is inconsistent)
Multiplication,,(general),quantum,2015.0,Karatsuba,Toffolli Gates: O(n^(log2(3)),,,bits of input,False,"cell reports a gate count, not circuit depth; not comparable to a running time"
Multiplication,,(general),quantum,2016.0,Shift-and-Add,n^2,n,input_bits,bits of input,True,kept
Multiplication,,(general),quantum,2017.0,Karatsuba,Toffolli Gates: O(n^(log2(3)),,,bits of input,False,"cell reports a gate count, not circuit depth; not comparable to a running time"
Multiplication,,(general),quantum,2018.0,Toom-Cook 2.5,Toffli Depth: O(n^1.143),,,bits of input,False,cannot tell what n means (no definition given and the family is inconsistent)
Multiplication,,(general),quantum,2018.0,Shift-and-Add,n^2,n,input_bits,bits of input,True,kept
Multiplication,,(general),quantum,2019.0,Windowed,Toffoli Count: O(n^2 / logn),,,bits of input,False,"cell reports a gate count, not circuit depth; not comparable to a running time"
Multiplication,,(general),quantum,2020.0,Karatsuba,"Toffoli Gates: O(n^(log2(3)), CNOT Gates: O(n^2)",,,bits of input,False,"cell reports a gate count, not circuit depth; not comparable to a running time"
Multiplication,,(general),quantum,2021.0,Wallace Tree,,,,bits of input,False,formula not usable: no formula recorded
Multiplication,,(general),quantum,2021.0,Toom-Cook 3,Toffli Depth: O(n^1.143),,,bits of input,False,cannot tell what n means (no definition given and the family is inconsistent)
Multiplication,,(general),quantum,2023.0,Karatsuba,Tofoli Depth: 1,,,bits of input,False,formula is a constant with no problem size
Multiplication,,(general),quantum,2023.0,Schönhage-Strassen,Circuit Depth: O(log^2(n)),,,bits of input,False,cannot tell what n means (no definition given and the family is inconsistent)
Multiplication,,(general),quantum,2023.0,Toom-Cook 8,Toffoli Depth: O(n^1.10569),,,bits of input,False,cannot tell what n means (no definition given and the family is inconsistent)
Multiplication,,(general),quantum,2023.0,Quantum Multiplication Algorithm Based on the Convolution Theorem,O(sqrt(n) log^2 (n)),n,input_bits,bits of input,True,kept
Multiplication,,(general),quantum,2024.0,Zero Ancillas,O(n^(log_k 2)),,,bits of input,False,cannot tell what log_k means (no definition given and the family is inconsistent)
Multiplication,,(general),quantum,2025.0,Wallace Tree,,,,bits of input,False,formula not usable: no formula recorded
Multiplication,,(general),quantum,2025.0,Asymptotic yet practical optimization of quantum circuits implement...,O(m^(log_2 (3)),,,bits of input,False,"measured in galois field parameter, but this family is compared in bits of input"
Multiplication,,(general),quantum,2025.0,Quantum binary field multiplication with subquadratic Toffoli gate ...,O(n^log_2 (3)),,,bits of input,False,"measured in galois field parameter, but this family is compared in bits of input"
Multiplication,Multiplication,(general),serial,1940.0,Long Multiplication,$O(n^2)$,,,bits of input,False,year missing or outside 1950-2026
Multiplication,Multiplication,(general),serial,1962.0,Karatsuba Algorithm,$O(n^{1.58})$,n,input_bits,bits of input,True,kept
Multiplication,Multiplication,(general),serial,1969.0,Toom-3,$O(n^{1.46})$,n,input_bits,bits of input,True,kept
Multiplication,Multiplication,(general),serial,1971.0,Schönhage–Strassen algorithm,$O(n \log n \log\log n)$,n,input_bits,bits of input,True,kept
Multiplication,Multiplication,(general),serial,2007.0,Furer's algorithm,$O(n \log n 2^{O(\log^*n)})$,,,bits of input,False,formula not usable: nested asymptotic notation has no determinate value
Multiplication,Multiplication,(general),serial,2008.0,De,$O(n \log n 2^{O(\log^*n)})$,,,bits of input,False,formula not usable: nested asymptotic notation has no determinate value
Multiplication,Multiplication,(general),serial,2015.0,Harvey; Hoeven; Lecerf,$O(n \log n 2^{3 \log^*n})$,n,input_bits,bits of input,True,kept
Multiplication,Multiplication,(general),serial,2015.0,Covanov and Thomé,$O(n \log n 2^{O(\log^*n)})$,,,bits of input,False,formula not usable: nested asymptotic notation has no determinate value
Multiplication,Multiplication,(general),serial,2016.0,Covanov and Thomé,$O(n \log n 2^{3 \log^*n})$,n,input_bits,bits of input,True,kept
Multiplication,Multiplication,(general),serial,2018.0,Harvey; Hoeven; Lecerf,$O(n \log n 2^{2 \log^*n})$,n,input_bits,bits of input,True,kept
Multiplication,Multiplication,(general),serial,2019.0,Harvey; Hoeven,$O(n \log n)$,n,input_bits,bits of input,True,kept
Mutual Exclusion,2-thread Mutual Exclusion,2-thread mutual exclusion,serial,1963.0,Dekker's algorithm,$O(n)$,n,processes,processes,True,kept
Mutual Exclusion,,(general),serial,1974.0,Lamport's bakery algorithm,$O(n)$,n,processes,processes,True,kept
Mutual Exclusion,,(general),serial,1981.0,Peterson's algorithm,$O(n)$,n,processes,processes,True,kept
Mutual Exclusion,,(general),serial,1985.0,Maekawa's algorithm,$O(n^{0.5})$,n,processes,processes,True,kept
Mutual Exclusion,,(general),serial,1985.0,Suzuki-Kasami's algorithm,$O(n)$? (originally this had $O(\log n)$),n,processes,processes,True,kept
Mutual Exclusion,,(general),serial,1988.0,Szymanski's algorithm,$O(n)$,n,processes,processes,True,kept
Mutual Exclusion,,(general),serial,1990.0,Chan-Singhal-Liu,$O(\log n)$,n,processes,processes,True,kept
Mutual Exclusion,,(general),serial,1996.0,Naimi-Trehel's algorithm,$O(\log n)$,n,processes,processes,True,kept
Mutual Exclusion,,(general),serial,1997.0,Raymond's algorithm,$O(\log n)$? (originally this had $O(n)$),n,processes,processes,True,kept
Mutual Exclusion,,(general),serial,2004.0,Taubenfeld's black-white bakery algorithm,$O(n)$,n,processes,processes,True,kept
N-queens Problem,Counting Solutions; Constructing solutions,constructing solutions; counting solutions,serial,1848.0,Naive Algorithm,$O(n^n)$,,,an undefined parameter,False,year missing or outside 1950-2026
N-queens Problem,Counting Solutions; Constructing solutions,constructing solutions; counting solutions,serial,1850.0,Naive + 1 queen per row restriction,$O(n!)$,,,an undefined parameter,False,year missing or outside 1950-2026
N-queens Problem,Counting Solutions; Constructing solutions,constructing solutions; counting solutions,serial,1874.0,Method of determinants,$O(n!)$,,,an undefined parameter,False,year missing or outside 1950-2026
N-queens Problem,Counting Solutions; Constructing solutions,constructing solutions; counting solutions,serial,1874.0,Gunther Determinants solution,$O(n!)$,,,an undefined parameter,False,year missing or outside 1950-2026
N-queens Problem,Counting Solutions; Constructing solutions,constructing solutions; counting solutions,serial,1972.0,Dijkstra,$O(n!)$,,,an undefined parameter,False,formula not usable: factorial runtimes are not evaluated
N-queens Problem,Counting Solutions,counting solutions,serial,1992.0,"Rivin, Zabih",$O(8^n \text{poly}(n))$,,,an undefined parameter,False,formula not usable: poly(...) has no determinate exponent
N-queens Problem,n-Queens Completion,n-queens completion,serial,2018.0,Grigoryan,$O(n)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Nash Equilibria,2-Player,2-player,parallel,2008.0,Parallel Support Enumeration,$O(n^3*4^n)$,n,raw:rows columns payoff matrix,rows columns payoff matrix,True,kept
Nash Equilibria,2-Player,2-player,parallel,2009.0,Parallel Vertex Enumeration,$O(n^5*2.5981^(2n))$,n,raw:rows columns payoff matrix,rows columns payoff matrix,True,kept
Nash Equilibria,,(general),quantum,2019.0,Quantum algorithms for zero-sum games,,,,rows columns payoff matrix,False,formula not usable: no formula recorded
Nash Equilibria,,(general),quantum,2019.0,Sublinear quantum algorithms for training linear and kernel-based c...,,,,rows columns payoff matrix,False,formula not usable: no formula recorded
Nash Equilibria,,(general),quantum,2019.0,A Quantum Annealing Algorithm for Finding Pure Nash Equilibria in G...,,,,rows columns payoff matrix,False,formula not usable: no formula recorded
Nash Equilibria,,(general),quantum,2022.0,Calculating Nash Equilibrium on Quantum Annealers,,,,rows columns payoff matrix,False,formula not usable: no formula recorded
Nash Equilibria,,(general),quantum,2022.0,A Grover based Quantum Algorithm for Finding Pure Nash Equilibria i...,,,,rows columns payoff matrix,False,formula not usable: no formula recorded
Nash Equilibria,,(general),quantum,2023.0,A Quadratic Speedup in Finding Nash Equilibria of Quantum Zero-Sum ...,,,,rows columns payoff matrix,False,formula not usable: no formula recorded
Nash Equilibria,,(general),quantum,2024.0,Quantum algorithm for large-scale market equilibrium computation,,,,rows columns payoff matrix,False,formula not usable: no formula recorded
Nash Equilibria,,(general),quantum,2025.0,Near-Optimal Quantum Algorithms for Computing (Coarse) Correlated E...,,,,rows columns payoff matrix,False,formula not usable: no formula recorded
Nash Equilibria,2-player,2-player,serial,1964.0,Lemke–Howson algorithm,$2^{O(n+m)}$,,,rows columns payoff matrix,False,formula not usable: nested asymptotic notation has no determinate value
Nearest Neighbor Search,All Nearest Neighbors Search,all nearest neighbors search,parallel,1985.0,Goodrich,$O(n)$,,,elements in the input,False,"measured in input points, but this family is compared in elements in the input"
Nearest Neighbor Search,All Nearest Neighbors Search,all nearest neighbors search,parallel,1990.0,"Schieber, Vishkin",$O(n)$,,,elements in the input,False,"measured in input points, but this family is compared in elements in the input"
Nearest Neighbor Search,All k Nearest Neighbors Search; k Nearest Neighbors Search,all k nearest neighbors search; k nearest neighbors search,parallel,1992.0,"Frieze, Miller, Teng",$O(n \log{n})$,,,elements in the input,False,"measured in input points, but this family is compared in elements in the input"
Nearest Neighbor Search,All k Nearest Neighbors Search; k Nearest Neighbors Search,all k nearest neighbors search; k nearest neighbors search,parallel,1995.0,"Callahan, Kosaraju",$O(n \log{n})$,,,elements in the input,False,"measured in input points, but this family is compared in elements in the input"
Nearest Neighbor Search,k Nearest Neighbors Search,k nearest neighbors search,parallel,2002.0,Gavrilova,$O(n)$,,,elements in the input,False,cannot tell what n means (no definition given and the family is inconsistent)
Nearest Neighbor Search,All k Nearest Neighbors Search; k Nearest Neighbors Search,all k nearest neighbors search; k nearest neighbors search,parallel,2008.0,"Connor, Kumar",$O(nlogn + nk \log(k))$,,,elements in the input,False,"formula depends on too many parameters (g, k, l, n, o)"
Nearest Neighbor Search,k Nearest Neighbors Search; All Nearest Neighbors Search,all nearest neighbors search; k nearest neighbors search,parallel,2016.0,"Two-dimensional partitioning with query point replication - Xiao, Biros (1)",$O(n^2log(k))$,,,elements in the input,False,"measured in number nearest points compute, point set size, but this family is compared in elements in the input"
Nearest Neighbor Search,k Nearest Neighbors Search; All Nearest Neighbors Search,all nearest neighbors search; k nearest neighbors search,parallel,2016.0,"Cyclic partitioning - Xiao, Biros (2)",$O(n^2log(k))$,,,elements in the input,False,"measured in number nearest points compute, point set size, but this family is compared in elements in the input"
Nearest Neighbor Search,,(general),quantum,1996.0,A quantum algorithm for finding the minimum,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,1996.0,A quantum algorithm for finding the minimum,O(sqrt(N)),N,elements,elements in the input,True,kept
Nearest Neighbor Search,,(general),quantum,2013.0,Quantum algorithms for supervised and unsupervised machine learning,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2013.0,Quantum speed-up for unsupervised learning,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2013.0,Quantum algorithms for supervised and unsupervised machine learning,O(klog(kMN)),,,elements in the input,False,"measured in clusters, n dimensional vectors, vectors, but this family is compared in elements in the input"
Nearest Neighbor Search,,(general),quantum,2013.0,Quantum speed-up for unsupervised learning,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2014.0,Quantum Algorithms for Nearest-Neighbor Methods for Supervised and ...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2014.0,Quantum Algorithms for Nearest-Neighbor Methods for Supervised and ...,O( sqrt(M) * s^2 / epsilon^2 ),,,elements in the input,False,"measured in additive error, number training vectors, sparsity, but this family is compared in elements in the input"
Nearest Neighbor Search,,(general),quantum,2017.0,Quantum Algorithm for K-Nearest Neighbors Classification Based on t...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2017.0,Quantum Algorithm for K-Nearest Neighbors Classification Based on t...,O(n^3),n,elements,elements in the input,True,kept
Nearest Neighbor Search,,(general),quantum,2018.0,q-means: A quantum algorithm for unsupervised machine learning,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2018.0,q-means: A quantum algorithm for unsupervised machine learning,O~( (k d eta / delta^2) * kappa(V) * ( mu(V) + (k eta / delta) ) ; O~( k^2 d eta^2.5 / delta^3,,,elements in the input,False,formula not usable: could not parse '(k d eta / delta^2) * kappa*(V) * ( mu*(V) + (k eta / delta) ) ; O~( k^2 d eta^2.5 / delta^3)' (SyntaxError)
Nearest Neighbor Search,,(general),quantum,2021.0,Quantum k nearest neighbors algorithm,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2021.0,Quantum K-nearest neighbor classification algorithm based on Hammin...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2021.0,Quantum k nearest neighbors algorithm,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2021.0,Quantum K-nearest neighbor classification algorithm based on Hammin...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2022.0,Quantum K-nearest neighbors classification algorithm based on Mahal...,,,,elements in the input,False,formula not usable: no formula recorded
